[12:11:02] run dream_qwen2_5-coder_7b_s1: {"W": 4, "max_branches": 8, "max_depth": 6, "K1": 10, "K2": 10, "M": 4, "beta1": 0.005, "beta2": 0.01, "baseline_score": -2.7749999999999915, "seed_program": "funsearch_or", "mode": "dream", "model": "qwen2.5-coder:7b", "policy_model": "qwen2.5-coder:7b", "rounds": 4, "sampling_seed": 1, "temperature": 0.8, "policy_temperature": 0.7, "policy_timeout": 30.0, "num_ctx": 8192, "num_predict": 1200, "policy_num_predict": 2500, "task": "binpack_uniform_c150", "train_spec": {"seed": 10, "n_inst": 40, "n_items": 200, "cap": 150, "lo": 1, "hi": 100}, "heldout_spec": {"seed": 777, "n_inst": 20, "n_items": 500, "cap": 150, "lo": 1, "hi": 100}, "reference_scores": {"first_fit": -2.7249999999999943, "best_fit": -2.174999999999997, "funsearch_or": -2.7749999999999915}, "code_commit": "29aa5b2", "repair_rounds": 2, "novelty_threshold": 0.95, "embed_model": "bge-m3"}
[12:11:02] baseline scores: {'first_fit': -2.7249999999999943, 'best_fit': -2.174999999999997, 'funsearch_or': -2.7749999999999915}
[12:11:02] === round 1/4: online rollout with policy_round_01.py ===
[12:11:02]   round 0: batch=[0, 0, 0, 0] (legal=[0])
[12:24:48]   round 2: batch=[5, 6, 7, 8] (legal=[0, 5, 6, 7, 8])
[12:26:22]     node 9 (branch 0, depth 3) -2.175 novelty-retry | Use an exponential decay function with a multiplicative factor based on remainin
[12:26:22]     node 10 (branch 1, depth 3) -132.225 dup=round_02#6 novelty-retry | Use a multiplicative factor based on remaining capacity and an inverse decay to 
[12:26:22]     node 11 (branch 2, depth 3) -4.050 dup=round_02#6 novelty-retry | Use a multiplicative factor based on remaining capacity and a logarithmic decay 
[12:26:22]     node 12 (branch 3, depth 3) -2.175 dup=round_02#8 novelty-retry | Use a multiplicative factor based on remaining capacity and a logarithmic decay 
[12:26:22]   round 3: batch=[9, 10, 11, 12] (legal=[0, 9, 10, 11, 12])
[12:27:34]     node 13 (branch 0, depth 4) -2.175 dup=round_02#9 novelty-retry | Use a multiplicative factor based on remaining capacity and an inverse decay to 
[12:27:34]     node 14 (branch 1, depth 4) -132.225 dup=round_02#10 novelty-retry | Use a multiplicative factor based on remaining capacity and a logarithmic decay 
[12:27:34]     node 15 (branch 2, depth 4) -3.150 dup=round_02#12 novelty-retry | Use a combination of linear and logarithmic decay functions to balance between r
[12:27:34]     node 16 (branch 3, depth 4) -2.175 dup=round_02#12 novelty-retry | Use a multiplicative factor based on remaining capacity and a logarithmic decay 
[12:27:34]   round 4: batch=[13, 14, 15, 16] (legal=[0, 13, 14, 15, 16])
[12:28:53]     node 17 (branch 0, depth 5) -132.225 novelty-retry | Use a piecewise linear function with exponential decay to prioritize bins based 
[12:28:53]     node 18 (branch 1, depth 5) -132.225 dup=round_02#4 novelty-retry | Use a multiplicative factor based on remaining capacity and an inverse exponenti
[12:28:53]     node 19 (branch 2, depth 5) -8.450 dup=round_02#15 novelty-retry | Use a multiplicative factor based on remaining capacity and a logarithmic decay 
[12:28:53]     node 20 (branch 3, depth 5) -8.425 dup=round_02#16 novelty-retry | Use a multiplicative factor based on remaining capacity and a logarithmic decay 
[12:28:53]   round 5: batch=[17, 18, 19, 20] (legal=[0, 17, 18, 19, 20])
[12:30:07]     node 21 (branch 0, depth 6) -122.425 dup=round_02#17 novelty-retry | Use a piecewise exponential function to prioritize bins based on remaining capac
[12:30:07]     node 22 (branch 1, depth 6) -132.225 dup=round_02#6 novelty-retry | Use a multiplicative factor based on remaining capacity and a logarithmic decay 
[12:30:07]     node 23 (branch 2, depth 6) -2.175 dup=round_02#15 novelty-retry | Use a multiplicative factor based on remaining capacity and an inverse logarithm
[12:30:07]     node 24 (branch 3, depth 6) -2.175 dup=round_01#22 novelty-retry | Use a piecewise exponential function to balance remaining capacity and priority,
[12:30:07]   round 6: policy chose to stop
[12:30:07] round 2 done: 24 calls in 460.1s, round best -2.1499999999999915, best so far -2.1499999999999915 (held-out -4.099999999999994), cumulative 48
[12:30:07] --- dreaming over 2 replay world(s) ---
[12:30:07]   dream v00 (incumbent): mean V = -2.2425
[12:30:33]   dream v01: mean V = -2.1625
[12:30:58]   dream v02: mean V = -2.1625
[12:31:28]   dream v03: mean V = -2.1625
[12:31:28]   selected v01 (mean V = -2.1625) for the next round
[12:31:28] === round 3/4: online rollout with policy_round_03.py ===
[12:31:28]   round 0: batch=[0, 0, 0, 0] (legal=[0])
[12:32:29]     node 1 (branch 0, depth 1) -2.175 | Use a smooth interpolation function for preference scores based on remaining cap
[12:32:29]     node 2 (branch 1, depth 1) -132.225 dup=round_02#2 novelty-retry | Use a logarithmic decay function for preference scores based on remaining capaci
[12:32:29]     node 3 (branch 2, depth 1) -132.225 dup=round_02#22 novelty-retry | Use a combination of exponential decay and logarithmic scaling to prioritize bin
[12:32:29]     node 4 (branch 3, depth 1) -2.175 dup=round_02#13 novelty-retry | Use a multiplicative factor based on the remaining capacity and an inverse linea
[12:32:29]   round 1: batch=[0, 3, 1, 2] (legal=[0, 1, 2, 3, 4])
[12:34:01]     node 5 (branch 4, depth 1) FAIL: runtime error: ValueError: priority returned NaN or inf values repaired=Falsex2 | Use a combination of linear and exponential decay functions for preference score
[12:34:01]     node 6 (branch 2, depth 2) -128.000 novelty-retry | Use a combination of linear and quadratic decay functions for preference scores 
[12:34:01]     node 7 (branch 0, depth 2) -2.175 novelty-retry | Use a combination of quadratic and logarithmic functions to balance remaining ca
[12:34:01]     node 8 (branch 1, depth 2) -4.050 dup=round_02#6 novelty-retry | Use a multiplicative factor based on the remaining capacity and a logarithmic de
[12:34:01]   round 2: policy failed online (policy crashed:     prioritized_branches = sorted(branches.items(), key=lambda x: (-x[1][-1].score, x[1][-1].depth)) |                                                                    ^^^^^^^^^^^^^^^ | TypeError: bad operand type for unary -: 'NoneType'); falling back to baseline policy
[12:34:01]   round 2: batch=[7, 8, 6, 4] (legal=[0, 4, 5, 6, 7, 8])
[12:35:10]     node 9 (branch 0, depth 3) -132.225 | Use a smooth interpolation function for preference scores based on remaining cap
[12:35:10]     node 10 (branch 1, depth 3) -2.175 dup=round_02#18 novelty-retry | Use an exponential decay function for preference scores based on remaining capac
[12:35:10]     node 11 (branch 2, depth 3) -10.100 dup=round_03#3 novelty-retry | Use a combination of exponential decay and logarithmic scaling to prioritize bin
[12:35:10]     node 12 (branch 3, depth 2) -132.225 dup=round_02#2 novelty-retry | Use a logarithmic decay function with a shift to avoid worst-fit behavior.
[12:35:10]   round 3: batch=[9, 10, 11, 12] (legal=[0, 5, 9, 10, 11, 12])
[12:36:24]     node 13 (branch 0, depth 4) -132.225 dup=round_03#9 novelty-retry | Use an exponential decay function with a logarithmic shift to balance remaining 
[12:36:24]     node 14 (branch 1, depth 4) -2.175 dup=round_02#4 novelty-retry | Use a multiplicative factor based on the remaining capacity and a logarithmic de
[12:36:24]     node 15 (branch 2, depth 4) -2.150 dup=round_02#3 novelty-retry | Use a smooth interpolation function for preference scores based on remaining cap
[12:36:24]     node 16 (branch 3, depth 3) -2.175 dup=round_02#18 novelty-retry | Use a multiplicative factor based on the remaining capacity and an inverse quadr
[12:36:24]   round 4: batch=[13, 14, 15, 16] (legal=[0, 5, 13, 14, 15, 16])
[12:37:42]     node 17 (branch 0, depth 5) -2.175 dup=round_03#9 novelty-retry | Use a multiplicative factor based on remaining capacity and an inverse quadratic
[12:37:42]     node 18 (branch 1, depth 5) -2.375 novelty-retry | Use a multiplicative factor based on the remaining capacity and a sigmoidal deca
[12:37:42]     node 19 (branch 2, depth 5) -114.075 dup=round_03#16 novelty-retry | Use a multiplicative factor based on the remaining capacity and a quadratic deca
[12:37:42]     node 20 (branch 3, depth 4) -2.175 dup=round_02#15 novelty-retry | Use a combination of linear and inverse linear decay functions for preference sc
[12:37:42]   round 5: batch=[17, 18, 19, 20] (legal=[0, 5, 17, 18, 19, 20])
[12:39:05]     node 21 (branch 0, depth 6) -2.175 novelty-retry | Use a combination of linear and exponential decay functions for preference score
[12:39:05]     node 22 (branch 1, depth 6) -8.550 dup=round_02#22 novelty-retry | Use a multiplicative factor based on the remaining capacity and a logarithmic de
[12:39:05]     node 23 (branch 2, depth 6) -29.675 novelty-retry | Use a sigmoidal function for preference scores based on remaining capacity.
[12:39:05]     node 24 (branch 3, depth 5) -10.100 dup=round_02#11 novelty-retry | Use a multiplicative factor based on the remaining capacity and a shifted expone
[12:39:05]   round 6: batch=[24, 5] (legal=[0, 5, 24])
[12:40:11]     node 25 (branch 3, depth 6) -2.175 dup=round_03#24 novelty-retry | Use a multiplicative factor based on the remaining capacity and an inverse cubic
[12:40:11]     node 26 (branch 4, depth 2) FAIL: runtime error: ValueError: priority returned NaN or inf values repaired=Falsex2 dup=round_03#5 novelty-retry | Use a combination of linear and logarithmic decay functions for preference score
[12:40:11]   round 7: batch=[26] (legal=[0, 26])
[12:41:02]     node 27 (branch 4, depth 3) FAIL: runtime error: ValueError: priority returned NaN or inf values repaired=Falsex2 dup=round_03#26 novelty-retry | Use a combination of linear and logarithmic decay functions for preference score
[12:41:02]   round 8: batch=[27] (legal=[0, 27])
[12:41:55]     node 28 (branch 4, depth 4) FAIL: runtime error: ValueError: priority returned NaN or inf values repaired=Falsex2 dup=round_03#5 novelty-retry | Use a combination of linear and exponential decay functions for preference score
[12:41:55]   round 9: batch=[28] (legal=[0, 28])
[12:42:44]     node 29 (branch 4, depth 5) FAIL: runtime error: ValueError: priority returned NaN or inf values repaired=Falsex2 dup=round_03#26 novelty-retry | Use a multiplicative factor based on the remaining capacity and a logarithmic de
[12:42:44] round 3 done: 29 calls in 675.9s, round best -2.1499999999999915, best so far -2.1499999999999915 (held-out -4.099999999999994), cumulative 77
[12:42:44] --- dreaming over 3 replay world(s) ---
[12:42:44]   dream v00 (incumbent): mean V = -inf
[12:43:10]   dream v01: mean V = -2.1717
[12:43:43]   dream v02: mean V = -inf  FAILED: policy crashed:     repairable_failures = [branch_id for branch_id, traj in branches.items() if traj[-1].score is None a
[12:44:16]   dream v03: mean V = -inf  FAILED: policy crashed:     def is_repairable_failure(self, traj: list[Obs]) -> bool: |                                         
[12:44:16]   selected v01 (mean V = -2.1717) for the next round
[12:44:16] === round 4/4: online rollout with policy_round_04.py ===
[12:44:16]   round 0: batch=[0, 0, 0, 0] (legal=[0])
[12:45:20]     node 1 (branch 0, depth 1) -2.175 dup=round_01#5 novelty-retry | Use an inverse linear function for preference scores based on remaining capacity
[12:45:20]     node 2 (branch 1, depth 1) -2.175 dup=round_02#2 novelty-retry | Use an exponential decay function with a log-transformed capacity to give more w
[12:45:20]     node 3 (branch 2, depth 1) -132.225 | Use a combination of exponential decay and linear scaling to prioritize bins bas
[12:45:20]     node 4 (branch 3, depth 1) -2.175 novelty-retry | Use an exponential decay function for preference scores based on remaining capac
[12:45:20]   round 1: batch=[0, 1, 3, 2] (legal=[0, 1, 2, 3, 4])
[12:46:45]     node 5 (branch 4, depth 1) -4.050 dup=round_02#2 novelty-retry | Use a logarithmic decay function with a linear scaling factor to prioritize bins
[12:46:45]     node 6 (branch 0, depth 2) -2.175 dup=round_01#9 novelty-retry | Use a quadratic function for preference scores based on remaining capacity to sp
[12:46:45]     node 7 (branch 2, depth 2) -132.225 repaired=Truex1 | Use a piecewise linear function with fewer breakpoints to better capture the tra
[12:46:45]     node 8 (branch 1, depth 2) -2.175 dup=round_01#17 novelty-retry | Use a combination of linear and quadratic decay functions to prioritize bins bas
[12:46:46]   round 2: batch=[0, 4] (legal=[0, 4, 5, 6, 7, 8])
[12:47:17]     node 9 (branch 5, depth 1) -2.175 novelty-retry | Use a logarithmic decay function with a quadratic scaling factor to give more we
[12:47:17]     node 10 (branch 3, depth 2) -2.175 dup=round_02#18 novelty-retry | Use a multiplicative factor based on the remaining capacity and a logarithmic de
[12:47:17]   round 3: batch=[5, 0] (legal=[0, 5, 6, 7, 8, 9, 10])
[12:48:05]     node 11 (branch 4, depth 2) -2.175 dup=round_04#6 novelty-retry | Use a multiplicative factor based on the remaining capacity and a quadratic deca
[12:48:05]     node 12 (branch 6, depth 1) -2.175 dup=round_02#3 novelty-retry | Use a modified exponential decay function with a focus on encouraging the use of
[12:48:05]   round 4: batch=[6, 0] (legal=[0, 6, 7, 8, 9, 10, 11, 12])
[12:48:56]     node 13 (branch 0, depth 3) -132.225 dup=round_04#5 novelty-retry | Use a logarithmic decay function with a linear scaling factor to prioritize bins
[12:48:56]     node 14 (branch 7, depth 1) -2.175 dup=round_02#3 novelty-retry | Use a piecewise linear function with fewer breakpoints and a different scaling f
[12:48:56]   round 5: batch=[7] (legal=[7, 8, 9, 10, 11, 12, 13, 14])
[12:49:20]     node 15 (branch 2, depth 3) -2.175 dup=round_03#24 novelty-retry | Use a combination of linear and exponential decay functions for preference score
[12:49:20]   round 6: policy chose to stop
[12:49:20] round 4 done: 15 calls in 303.9s, round best -2.174999999999997, best so far -2.1499999999999915 (held-out -4.099999999999994), cumulative 92
[12:49:20] finished. total discovery-agent calls 92; llm stats {'calls': 199, 'prompt_tokens': 324486, 'completion_tokens': 28069, 'seconds': 5927.4}
